date,above_5d,above_20d,above_50d,above_200d
2021-06-04,64.2,64.2,71.7,90.7
2021-06-07,50.7,59.4,67.9,89.9
2021-06-08,49.7,62.6,66.1,90.1
2021-06-09,39.2,54.6,62.4,89.5
2021-06-10,46.7,57.6,63.2,90.5
2021-06-11,57.8,60.2,65.1,90.9
2021-06-14,46.7,54.0,61.6,91.5
2021-06-15,52.3,55.2,62.4,90.9
2021-06-16,24.8,41.2,54.9,89.3
2021-06-17,24.6,36.0,44.4,89.7
2021-06-18,12.7,21.0,30.9,85.9
2021-06-21,48.5,35.2,44.4,88.1
2021-06-22,60.6,35.0,44.5,88.3
2021-06-23,61.0,33.1,41.8,87.3
2021-06-24,74.8,40.8,46.1,88.3
2021-06-25,81.0,49.1,54.0,90.1
2021-06-28,62.2,43.0,48.1,90.1
2021-06-29,50.9,43.2,45.5,89.1
2021-06-30,50.9,45.9,47.9,89.5
2021-07-01,76.2,56.2,53.9,90.5
2021-07-02,79.6,58.0,53.9,91.3
2021-07-06,44.5,47.9,47.7,89.3
2021-07-07,54.9,53.9,49.3,90.3
2021-07-08,29.7,43.4,43.4,87.5
2021-07-09,74.8,62.6,55.2,90.5
2021-07-12,78.4,67.3,55.6,90.1
2021-07-13,43.8,55.8,48.7,89.1
2021-07-14,46.1,57.8,48.7,88.5
2021-07-15,37.4,54.9,49.5,88.3
2021-07-16,32.1,47.5,46.3,86.1
2021-07-19,14.1,28.1,35.8,78.8
2021-07-20,52.7,44.8,45.7,84.3
2021-07-21,76.8,55.6,50.7,86.3
2021-07-22,70.7,48.5,46.7,84.2
2021-07-23,86.7,60.8,53.7,86.3
2021-07-26,81.8,63.4,53.7,87.1
2021-07-27,64.0,60.0,55.2,88.5
2021-07-28,58.6,59.4,53.3,88.5
2021-07-29,67.9,70.1,58.2,88.7
2021-07-30,53.5,63.4,54.9,86.7
2021-08-02,46.1,60.2,53.9,85.3
2021-08-03,69.0,67.5,59.9,86.3
2021-08-04,40.3,54.8,52.6,81.5
2021-08-05,60.3,65.7,56.3,82.3
2021-08-06,67.3,70.4,62.1,83.3
2021-08-09,54.0,63.6,60.7,82.6
2021-08-10,63.2,68.0,62.6,84.0
2021-08-11,69.2,72.7,67.0,85.4
2021-08-12,70.2,70.0,67.2,84.4
2021-08-13,63.2,70.2,67.4,84.2
2021-08-16,59.6,69.7,68.1,83.8
2021-08-17,39.8,60.6,62.8,81.2
2021-08-18,13.7,44.5,56.0,78.0
2021-08-19,25.7,42.6,55.4,74.5
2021-08-20,41.2,49.7,59.2,75.6
2021-08-23,73.9,54.9,62.2,79.4
2021-08-24,73.5,62.8,65.1,81.0
2021-08-25,73.9,65.7,68.3,82.0
2021-08-26,52.5,54.2,63.0,78.8
2021-08-27,71.3,69.1,70.1,81.8
2021-08-30,60.7,66.3,68.0,79.4
2021-08-31,58.1,66.7,67.5,80.0
2021-09-01,55.0,62.0,65.5,78.8
2021-09-02,64.8,71.5,68.7,80.4
2021-09-03,52.5,63.2,64.5,78.6
2021-09-07,25.9,47.5,58.2,75.8
2021-09-08,30.9,48.5,58.2,73.7
2021-09-09,24.9,45.0,55.6,73.7
2021-09-10,21.6,34.5,49.1,71.9
2021-09-13,42.6,38.8,53.5,74.7
2021-09-14,24.4,31.1,45.1,71.7
2021-09-15,54.2,41.8,52.5,74.2
2021-09-16,53.5,39.8,50.1,72.1
2021-09-17,29.9,27.9,42.6,68.9
2021-09-20,6.1,12.5,30.7,64.8
2021-09-21,8.7,12.5,29.5,62.6
2021-09-22,44.4,23.8,36.0,66.1
2021-09-23,78.2,40.0,49.5,71.9
2021-09-24,79.4,40.8,48.7,72.5
2021-09-27,64.8,40.6,47.1,71.9
2021-09-28,34.0,29.3,32.1,66.9
2021-09-29,34.9,32.9,33.3,68.1
2021-09-30,8.1,21.8,24.0,60.8
2021-10-01,40.4,32.1,31.3,65.1
2021-10-04,37.9,30.4,28.2,63.7
2021-10-05,60.3,36.5,32.5,65.3
2021-10-06,68.2,41.3,34.3,66.7
2021-10-07,82.1,52.2,40.9,66.9
2021-10-08,62.1,47.8,39.9,64.5
2021-10-11,41.0,42.6,36.4,62.8
2021-10-12,38.2,42.4,37.0,62.6
2021-10-13,41.8,45.0,36.8,63.4
2021-10-14,85.1,68.9,49.1,70.7
2021-10-15,84.5,73.1,52.7,70.7
2021-10-18,72.9,71.5,52.3,69.9
2021-10-19,80.0,77.8,56.8,72.3
2021-10-20,84.8,83.6,63.8,74.7
2021-10-21,78.0,83.0,62.0,74.2
2021-10-22,75.4,81.8,64.2,74.7
2021-10-25,67.1,80.0,64.2,73.9
2021-10-26,54.6,80.2,64.2,73.3
2021-10-27,23.6,65.1,56.6,69.5
2021-10-28,52.9,71.5,63.2,72.1
2021-10-29,47.9,65.5,60.0,70.3
2021-11-01,64.0,72.5,65.3,71.9
2021-11-02,67.1,70.5,67.9,70.7
2021-11-03,70.5,73.9,70.3,73.9
2021-11-04,61.8,67.7,67.5,71.3
2021-11-05,63.6,72.7,73.5,75.0
2021-11-08,60.9,71.9,73.3,73.5
2021-11-09,57.3,68.0,73.1,74.3
2021-11-10,43.3,66.0,73.7,74.5
2021-11-11,45.8,64.2,73.3,73.3
2021-11-12,59.3,65.4,73.7,73.7
2021-11-15,64.8,66.1,75.4,74.2
2021-11-16,60.0,63.6,74.5,72.5
2021-11-17,45.3,57.6,68.9,71.5
2021-11-18,35.6,52.3,65.5,69.9
2021-11-19,30.1,45.1,61.4,68.5
2021-11-22,36.8,47.2,63.6,70.5
2021-11-23,55.3,54.9,66.8,71.9
2021-11-24,55.7,52.0,67.2,70.9
2021-11-26,10.1,20.1,51.0,63.8
2021-11-29,30.0,34.4,54.9,65.2
2021-11-30,6.7,12.1,35.8,55.7
2021-12-01,4.9,9.1,28.9,52.0
2021-12-02,59.5,21.7,42.1,59.3
2021-12-03,55.5,23.5,40.3,57.5
2021-12-06,84.2,36.4,49.5,64.5
2021-12-07,96.4,58.4,61.2,68.5
2021-12-08,92.5,62.4,62.0,68.7
2021-12-09,68.9,54.0,55.8,67.7
2021-12-10,64.5,61.6,59.4,67.1
2021-12-13,41.2,52.1,54.6,66.5
2021-12-14,29.9,45.1,49.5,65.3
2021-12-15,60.3,58.1,53.8,66.7
2021-12-16,58.5,58.9,53.6,67.5
2021-12-17,34.3,44.8,48.2,62.5
2021-12-20,19.0,32.5,38.2,58.0
2021-12-21,48.7,54.9,51.3,64.3
2021-12-22,74.7,65.3,55.2,65.3
2021-12-23,89.7,75.6,60.2,67.7
2021-12-27,96.6,89.9,66.7,70.9
2021-12-28,93.1,91.1,69.3,71.5
2021-12-29,86.1,89.3,70.1,71.7
2021-12-30,69.3,88.7,67.9,71.3
2021-12-31,54.0,88.1,67.5,71.9
2022-01-03,52.5,79.2,70.7,73.5
2022-01-04,60.0,79.0,77.6,74.7
2022-01-05,43.6,63.6,65.9,71.1
2022-01-06,42.6,64.5,67.1,70.1
2022-01-07,42.6,58.2,63.4,69.9
2022-01-10,35.8,51.7,59.0,68.9
2022-01-11,56.4,57.6,64.8,70.9
2022-01-12,62.0,56.8,65.0,71.9
2022-01-13,53.1,53.9,60.8,69.9
2022-01-14,46.5,49.9,56.8,65.9
2022-01-18,19.8,37.0,49.7,60.2
2022-01-19,10.5,30.9,44.1,57.0
2022-01-20,6.9,22.6,38.2,53.3
2022-01-21,7.3,14.4,31.9,49.7
2022-01-24,26.1,12.9,32.5,51.3
2022-01-25,21.0,12.1,31.7,46.5
2022-01-26,22.6,10.3,29.7,42.2
2022-01-27,22.8,11.3,27.7,39.2
2022-01-28,63.2,20.4,35.4,45.9
2022-01-31,87.1,27.9,39.0,50.7
2022-02-01,90.7,36.0,42.2,52.9
2022-02-02,91.1,50.5,47.5,56.6
2022-02-03,49.9,39.6,42.0,50.5
2022-02-04,38.2,41.8,40.6,48.3
2022-02-07,38.0,45.5,41.4,48.5
2022-02-08,55.2,54.2,44.5,52.9
2022-02-09,86.7,70.9,50.9,58.0
2022-02-10,48.1,52.7,42.2,50.7
2022-02-11,20.4,42.4,39.0,45.3
2022-02-14,9.1,39.6,34.5,42.6
2022-02-15,43.4,52.9,40.4,48.1
2022-02-16,61.1,54.0,41.9,49.2
2022-02-17,28.4,38.8,35.8,43.7
2022-02-18,23.6,34.8,33.4,43.1
2022-02-22,14.8,26.9,30.5,40.0
2022-02-23,8.3,17.0,25.5,34.9
2022-02-24,37.4,19.2,24.1,35.6
2022-02-25,90.3,44.1,40.2,45.9
2022-02-28,73.5,36.2,33.5,44.4
2022-03-01,40.5,25.8,24.4,37.5
2022-03-02,70.8,42.9,35.3,44.4
2022-03-03,58.1,46.4,33.9,44.6
2022-03-04,48.2,43.5,33.9,43.6
2022-03-07,26.2,33.1,28.6,34.3
2022-03-08,12.9,24.8,23.6,32.3
2022-03-09,53.5,37.4,27.3,37.6
2022-03-10,57.4,35.2,28.1,37.4
2022-03-11,41.0,31.1,25.1,35.0
2022-03-14,37.6,30.9,25.3,36.4
2022-03-15,69.3,40.6,31.1,39.2
2022-03-16,87.3,66.3,40.6,43.0
2022-03-17,94.5,77.8,49.3,45.5
2022-03-18,88.3,82.8,55.8,49.1
2022-03-21,78.0,81.4,52.5,47.5
2022-03-22,79.6,88.3,56.6,49.5
2022-03-23,31.5,70.9,47.3,45.5
2022-03-24,58.8,81.4,56.4,49.3
2022-03-25,74.0,85.3,61.2,50.7
2022-03-28,74.7,86.7,63.2,52.1
2022-03-29,89.9,93.7,74.0,59.2
2022-03-30,69.9,88.9,68.1,56.0
2022-03-31,30.3,76.0,62.0,51.3
2022-04-01,43.4,74.7,62.0,51.3
2022-04-04,40.8,75.8,64.0,52.1
2022-04-05,32.1,61.8,58.6,48.3
2022-04-06,38.1,53.8,54.4,47.6
2022-04-07,43.6,53.2,55.5,48.0
2022-04-08,52.0,54.8,55.1,48.0
2022-04-11,34.8,46.8,50.8,46.8
2022-04-12,34.3,41.9,49.8,46.2
2022-04-13,55.8,48.6,54.4,47.6
2022-04-14,44.4,44.0,52.0,47.0
2022-04-18,41.5,40.5,50.4,46.6
2022-04-19,83.6,53.1,59.6,49.1
2022-04-20,85.1,64.0,63.6,51.1
2022-04-21,58.8,51.5,57.8,48.1
2022-04-22,7.9,24.9,42.4,43.8
2022-04-25,10.9,24.4,42.2,44.5
2022-04-26,4.0,14.4,32.5,41.8
2022-04-27,12.3,16.8,34.2,41.4
2022-04-28,63.4,29.1,41.4,44.0
2022-04-29,15.4,11.9,26.9,34.2
2022-05-02,31.3,13.9,24.4,33.5
2022-05-03,46.3,20.8,28.3,36.0
2022-05-04,85.3,44.8,47.1,41.2
2022-05-05,43.0,23.2,30.1,36.0
2022-05-06,28.3,20.2,27.7,34.9
2022-05-09,12.7,10.7,20.6,30.7
2022-05-10,6.3,10.1,17.5,29.0
2022-05-11,8.1,7.7,14.9,28.2
2022-05-12,20.6,11.1,16.4,27.9
2022-05-13,80.4,19.2,21.4,31.3
2022-05-16,76.4,22.0,22.0,31.5
2022-05-17,93.3,39.0,31.3,35.0
2022-05-18,23.8,16.4,16.4,27.1
2022-05-19,19.2,17.4,14.1,25.3
2022-05-20,31.1,21.6,14.1,24.4
2022-05-23,59.4,33.5,18.2,27.7
2022-05-24,61.8,33.5,21.0,29.3
2022-05-25,79.0,42.2,23.6,29.7
2022-05-26,93.5,67.5,30.3,32.7
2022-05-27,98.0,85.9,45.3,37.4
2022-05-31,83.2,80.8,39.0,36.0
2022-06-01,42.2,69.9,31.9,33.1
2022-06-02,69.7,86.9,43.2,35.8
2022-06-03,33.3,77.2,35.0,32.9
2022-06-06,46.5,78.4,38.6,34.5
2022-06-07,79.2,84.8,47.5,36.8
2022-06-08,22.6,67.1,34.6,32.3
2022-06-09,6.7,35.8,23.0,27.7
2022-06-10,2.2,11.5,11.7,24.4
2022-06-13,0.2,2.2,4.5,16.8
2022-06-14,1.4,3.0,4.8,15.4
2022-06-15,11.9,4.2,5.3,16.4
2022-06-16,3.8,1.8,2.0,12.3
2022-06-17,18.6,2.0,2.0,11.5
2022-06-21,62.2,6.7,4.8,16.0
2022-06-22,65.3,7.9,5.3,15.8
2022-06-23,72.9,17.4,9.5,16.8
2022-06-24,94.0,35.8,22.0,22.2
2022-06-27,96.2,35.5,22.2,23.6
2022-06-28,54.3,21.5,13.9,21.7
2022-06-29,28.4,24.4,14.3,21.9
2022-06-30,19.3,26.0,14.5,20.5
2022-07-01,54.7,42.3,23.4,24.1
2022-07-05,53.5,43.1,22.5,18.7
2022-07-06,58.0,48.9,26.4,20.3
2022-07-07,80.3,66.2,28.8,21.7
2022-07-08,62.2,63.8,28.2,20.9
2022-07-11,40.8,57.6,25.6,20.7
2022-07-12,26.2,53.5,20.9,18.7
2022-07-13,17.3,45.3,19.5,17.9
2022-07-14,18.5,37.4,18.1,16.7
2022-07-15,72.2,63.2,27.6,18.1
2022-07-18,57.0,49.5,22.5,15.7
2022-07-19,89.5,80.3,44.7,19.7
2022-07-20,83.7,76.7,49.7,18.7
2022-07-21,80.9,78.1,56.3,20.5
2022-07-22,78.1,75.7,55.1,20.1
2022-07-25,67.0,83.3,59.2,23.1
2022-07-26,44.5,77.5,52.3,22.3
2022-07-27,81.3,85.1,67.0,25.8
2022-07-28,86.3,85.3,74.3,32.0
2022-07-29,86.7,86.9,76.5,34.4
2022-08-01,80.9,86.1,75.9,33.6
2022-08-02,48.7,80.1,71.4,32.2
2022-08-03,64.6,83.5,74.3,34.0
2022-08-04,53.9,77.9,71.8,33.2
2022-08-05,59.6,78.9,72.2,35.2
2022-08-08,68.0,80.5,73.5,34.4
2022-08-09,47.3,77.3,73.0,33.2
2022-08-10,88.5,86.5,83.5,39.8
2022-08-11,82.3,87.9,86.7,40.4
2022-08-12,96.6,92.4,92.0,44.7
2022-08-15,94.6,91.7,90.7,45.7
2022-08-16,86.7,91.7,91.8,47.5
2022-08-17,46.9,85.7,91.7,45.5
2022-08-18,45.3,87.5,92.2,46.9
2022-08-19,21.5,74.2,88.5,43.3
2022-08-22,6.2,41.7,78.7,36.8
2022-08-23,10.1,36.0,77.7,36.2
2022-08-24,17.1,37.0,78.7,36.8
2022-08-25,77.9,55.1,84.3,41.9
2022-08-26,10.3,17.1,63.4,34.0
2022-08-29,8.5,16.3,57.5,31.6
2022-08-30,2.0,8.7,48.1,27.8
2022-08-31,2.2,6.0,41.0,26.4
2022-09-01,25.8,6.8,40.8,27.2
2022-09-02,11.9,6.0,33.4,25.6
2022-09-06,22.5,4.2,32.6,25.0
2022-09-07,82.3,15.7,47.9,31.8
2022-09-08,86.5,26.6,52.7,34.0
2022-09-09,95.8,45.5,63.6,36.8
2022-09-12,95.6,66.4,71.2,39.6
2022-09-13,7.2,16.5,36.8,29.4
2022-09-14,11.9,22.1,36.0,29.6
2022-09-15,9.5,20.3,31.4,28.0
2022-09-16,9.3,13.1,24.2,25.2
2022-09-19,42.5,22.1,30.0,27.6
2022-09-20,14.7,12.5,20.9,24.2
2022-09-21,6.0,6.4,14.7,20.3
2022-09-22,5.8,5.2,10.1,17.9
2022-09-23,3.4,2.8,4.4,13.5
2022-09-26,3.2,2.0,3.0,11.1
2022-09-27,6.2,2.2,3.2,10.5
2022-09-28,68.4,8.2,7.0,14.7
2022-09-29,33.6,3.8,5.4,11.7
2022-09-30,19.9,2.0,2.8,11.1
2022-10-03,83.3,13.7,7.6,15.5
2022-10-04,98.0,47.7,20.4,20.8
2022-10-05,88.6,45.7,20.9,20.9
2022-10-06,67.9,38.5,17.2,19.6
2022-10-07,9.7,18.7,10.9,16.3
2022-10-10,7.0,21.9,11.7,16.1
2022-10-11,16.3,24.4,11.5,16.3
2022-10-12,16.1,20.5,10.7,16.1
2022-10-13,81.3,44.0,16.7,17.3
2022-10-14,35.2,27.7,10.9,14.5
2022-10-17,83.9,54.7,17.3,17.7
2022-10-18,93.6,71.2,24.1,20.9
2022-10-19,63.2,57.6,21.1,19.9
2022-10-20,33.8,42.3,17.7,17.1
2022-10-21,69.4,65.8,29.0,22.1
2022-10-24,82.7,71.6,35.6,23.6
2022-10-25,96.0,87.7,46.9,28.8
2022-10-26,89.9,83.9,49.1,29.6
2022-10-27,78.7,82.1,51.1,30.8
2022-10-28,86.9,88.5,63.4,36.8
2022-10-31,77.9,86.7,62.0,35.9
2022-11-01,73.9,87.2,62.9,36.6
2022-11-02,16.1,73.3,49.8,32.1
2022-11-03,21.9,66.3,49.0,31.5
2022-11-04,49.8,74.7,57.4,34.7
2022-11-07,68.6,77.1,62.2,38.4
2022-11-08,81.7,79.5,64.5,40.2
2022-11-09,39.2,66.7,58.0,35.9
2022-11-10,89.0,89.8,81.7,50.4
2022-11-11,85.3,86.7,81.5,52.7
2022-11-14,75.0,83.9,77.7,48.3
2022-11-15,78.7,85.5,81.5,52.1
2022-11-16,37.6,81.1,80.7,51.1
2022-11-17,28.2,78.9,78.7,49.1
2022-11-18,54.7,82.9,82.5,53.9
2022-11-21,53.5,82.3,83.1,53.7
2022-11-22,83.9,87.7,87.5,56.7
2022-11-23,89.9,89.1,89.7,59.6
2022-11-25,87.5,90.2,89.3,61.2
2022-11-28,24.4,75.9,85.3,56.3
2022-11-29,29.8,78.9,85.9,56.3
2022-11-30,90.8,91.2,92.2,63.2
2022-12-01,83.3,87.5,90.8,62.6
2022-12-02,80.7,84.3,90.5,62.6
2022-12-05,23.4,64.4,82.3,57.2
2022-12-06,9.9,45.9,77.7,55.7
2022-12-07,16.5,41.9,77.5,54.1
2022-12-08,38.0,46.7,78.7,55.1
2022-12-09,32.2,37.8,77.1,53.9
2022-12-12,77.7,57.9,80.1,58.0
2022-12-13,79.9,65.0,80.7,61.6
2022-12-14,63.6,56.7,78.5,57.5
2022-12-15,11.9,25.7,64.5,50.6
2022-12-16,4.8,13.1,57.0,47.0
2022-12-19,5.0,9.5,49.0,45.2
2022-12-20,11.7,11.1,49.0,45.4
2022-12-21,72.4,24.4,59.7,48.6
2022-12-22,50.4,16.7,49.2,46.4
2022-12-23,76.6,26.4,53.6,48.4
2022-12-27,71.0,30.4,53.7,49.9
2022-12-28,12.5,15.5,40.0,45.5
2022-12-29,79.7,37.6,53.1,49.5
2022-12-30,54.7,29.8,44.7,47.7
2023-01-03,54.7,36.2,45.9,47.5
2023-01-04,77.5,55.1,53.7,50.1
2023-01-05,46.9,44.3,42.7,47.1
2023-01-06,87.7,71.8,65.0,53.9
2023-01-09,79.4,70.4,63.1,54.2
2023-01-10,78.6,74.8,65.5,56.5
2023-01-11,86.1,84.3,75.8,61.1
2023-01-12,77.6,83.5,76.2,62.3
2023-01-13,77.6,85.1,76.2,63.1
2023-01-17,57.2,81.7,73.8,62.0
2023-01-18,17.1,68.0,57.6,57.0
2023-01-19,11.9,54.7,47.9,52.5
2023-01-20,48.9,67.8,61.0,58.4
2023-01-23,75.5,72.4,68.8,63.6
2023-01-24,79.7,72.2,67.6,62.6
2023-01-25,74.8,71.0,67.4,63.2
2023-01-26,75.0,75.5,72.8,65.2
2023-01-27,67.2,72.4,72.4,66.6
2023-01-30,33.0,64.6,67.6,63.2
2023-01-31,79.7,77.1,73.8,68.8
2023-02-01,83.5,76.9,75.0,71.6
2023-02-02,75.0,73.3,74.2,75.9
2023-02-03,59.2,66.4,69.4,71.2
2023-02-06,27.0,60.8,67.0,69.0
2023-02-07,45.3,66.2,71.4,71.4
2023-02-08,29.8,56.7,67.4,68.8
2023-02-09,23.4,48.7,62.4,65.2
2023-02-10,35.6,52.1,65.0,68.2
2023-02-13,72.8,66.8,72.6,69.6
2023-02-14,65.6,59.6,68.6,69.0
2023-02-15,69.6,62.0,68.4,69.0
2023-02-16,28.4,43.9,64.0,66.2
2023-02-17,33.8,42.9,63.0,66.2
2023-02-21,9.3,21.3,48.5,60.6
2023-02-22,12.3,20.7,46.3,60.2
2023-02-23,21.5,21.1,49.9,61.4
2023-02-24,20.9,17.9,43.5,57.2
2023-02-27,36.4,18.7,45.7,57.9
2023-02-28,34.2,16.9,41.7,55.7
2023-03-01,33.4,17.1,40.1,53.1
2023-03-02,56.5,25.0,43.3,55.9
2023-03-03,86.3,38.6,51.1,60.0
2023-03-06,71.2,38.2,48.7,59.6
2023-03-07,22.5,23.3,35.8,53.5
2023-03-08,26.6,25.8,37.4,53.9
2023-03-09,4.8,11.7,24.2,47.7
2023-03-10,2.0,6.4,16.3,41.4
2023-03-13,14.9,9.5,16.1,38.8
2023-03-14,42.7,19.9,21.7,42.1
2023-03-15,34.6,19.3,17.7,37.2
2023-03-16,61.4,26.0,23.3,41.9
2023-03-17,32.4,21.9,19.9,37.4
2023-03-20,60.4,29.8,24.2,41.5
2023-03-21,83.5,35.2,24.4,46.1
2023-03-22,25.7,21.2,18.6,40.6
2023-03-23,30.1,22.6,18.2,38.6
2023-03-24,44.8,31.9,22.8,40.0
2023-03-27,70.0,36.8,24.1,43.3
2023-03-28,78.3,40.8,24.6,44.5
2023-03-29,94.2,60.8,31.6,49.1
2023-03-30,93.2,68.2,37.8,51.9
2023-03-31,96.2,86.7,48.7,54.9
2023-04-03,90.5,87.7,51.5,56.5
2023-04-04,54.9,77.3,43.1,53.1
2023-04-05,43.1,71.4,42.7,53.9
2023-04-06,40.4,71.2,42.7,53.5
2023-04-10,56.3,79.5,47.9,54.9
2023-04-11,79.1,83.3,50.5,58.0
2023-04-12,58.4,77.3,49.5,56.3
2023-04-13,74.0,82.1,53.7,58.6
2023-04-14,54.7,76.9,53.7,56.3
2023-04-17,69.6,84.3,57.2,57.6
2023-04-18,64.4,84.3,60.0,57.9
2023-04-19,59.0,79.3,59.0,58.0
2023-04-20,48.1,70.6,57.2,57.2
2023-04-21,44.9,68.0,56.7,56.5
2023-04-24,52.7,67.8,58.6,56.1
2023-04-25,24.1,43.3,46.3,51.1
2023-04-26,10.9,27.6,37.8,46.1
2023-04-27,50.7,46.7,50.7,50.3
2023-04-28,76.9,55.9,58.2,54.9
2023-05-01,80.5,54.3,59.2,53.7
2023-05-02,43.9,39.0,46.7,48.1
2023-05-03,23.4,35.0,44.5,45.3
2023-05-04,17.5,31.6,42.5,45.3
2023-05-05,58.8,46.5,51.7,48.1
2023-05-08,64.8,44.7,52.7,48.9
2023-05-09,53.3,39.8,49.7,47.7
2023-05-10,50.9,40.1,48.7,47.5
2023-05-11,29.8,36.6,46.1,45.1
2023-05-12,37.2,37.8,45.9,46.1
2023-05-15,54.8,41.3,48.0,46.6
2023-05-16,24.6,28.2,39.6,42.3
2023-05-17,55.9,39.6,46.7,45.1
2023-05-18,63.7,46.6,50.0,48.6
2023-05-19,62.7,46.2,49.8,47.6
2023-05-22,65.3,47.6,50.0,48.0
2023-05-23,28.2,35.4,40.8,44.3
2023-05-24,13.1,26.2,31.4,39.6
2023-05-25,17.3,27.6,30.8,37.2
2023-05-26,35.6,36.8,35.2,41.4
2023-05-30,43.9,35.6,33.2,40.1
2023-05-31,36.0,28.6,28.6,38.2
2023-06-01,55.7,34.6,34.4,41.0
2023-06-02,91.2,63.4,50.7,49.5
2023-06-05,82.7,59.2,47.1,48.5
2023-06-06,78.1,65.2,50.9,50.1
2023-06-07,71.9,73.7,56.8,53.8
2023-06-08,71.5,72.1,56.0,53.8
2023-06-09,64.3,70.7,55.0,52.6
2023-06-12,66.4,77.9,56.5,54.1
2023-06-13,78.1,82.3,63.0,56.9
2023-06-14,66.6,79.1,62.0,56.1
2023-06-15,85.3,88.7,67.8,60.8
2023-06-16,75.9,88.1,68.6,61.0
2023-06-20,35.0,75.9,63.2,56.5
2023-06-21,37.0,77.1,62.4,58.0
2023-06-22,30.0,68.4,58.8,55.5
2023-06-23,18.3,53.1,52.5,52.1
2023-06-26,43.7,61.4,56.9,55.1
2023-06-27,73.0,70.0,63.4,59.4
2023-06-28,66.8,63.6,62.0,57.5
2023-06-29,78.7,72.4,67.8,59.8
2023-06-30,90.7,78.1,72.4,62.8
2023-07-03,86.1,84.9,77.1,65.8
2023-07-05,61.4,77.9,75.9,62.2
2023-07-06,27.4,61.4,72.0,60.4
2023-07-07,28.8,62.8,71.4,62.0
2023-07-10,57.3,72.2,73.4,64.1
2023-07-11,82.7,81.9,78.6,67.3
2023-07-12,84.1,82.5,83.3,68.5
2023-07-13,83.9,84.3,85.0,69.5
2023-07-14,59.0,79.9,82.1,66.7
2023-07-17,52.5,77.7,80.3,65.4
2023-07-18,61.8,77.5,79.5,67.2
2023-07-19,67.2,82.9,83.3,70.0
2023-07-20,66.8,82.1,86.3,72.4
2023-07-21,64.0,82.1,86.7,73.8
2023-07-24,65.0,80.3,88.5,73.5
2023-07-25,63.4,78.5,87.1,72.8
2023-07-26,61.8,75.0,86.5,73.5
2023-07-27,34.6,65.2,80.1,69.0
2023-07-28,43.7,63.8,80.1,70.2
2023-07-31,52.9,67.2,81.3,71.8
2023-08-01,45.7,62.2,79.1,68.2
2023-08-02,29.6,50.7,72.6,67.0
2023-08-03,28.2,43.7,65.6,63.0
2023-08-04,22.1,37.6,60.0,61.6
2023-08-07,51.5,45.3,65.0,64.2
2023-08-08,41.9,40.8,58.4,61.0
2023-08-09,40.0,35.8,57.2,61.8
2023-08-10,37.6,35.6,56.9,61.4
2023-08-11,43.5,36.4,54.7,60.6
2023-08-14,45.5,36.2,54.3,59.2
2023-08-15,17.1,25.6,45.9,55.1
2023-08-16,9.1,18.7,39.8,52.9
2023-08-17,8.3,13.9,33.6,50.3
2023-08-18,21.7,15.1,33.4,51.5
2023-08-21,32.0,16.3,34.0,50.7
2023-08-22,35.0,15.7,30.6,49.1
2023-08-23,65.2,21.7,36.0,50.3
2023-08-24,33.0,12.5,29.8,48.3
2023-08-25,57.9,21.9,32.4,49.9
2023-08-28,80.7,32.4,35.8,51.1
2023-08-29,91.7,52.7,44.5,54.3
2023-08-30,90.0,58.6,46.4,54.6
2023-08-31,64.0,53.1,43.1,54.3
2023-09-01,64.8,60.0,45.9,55.3
2023-09-05,24.8,43.2,36.5,51.4
2023-09-06,22.5,40.1,34.0,50.7
2023-09-07,29.8,38.6,33.8,48.5
2023-09-08,35.8,39.6,33.6,47.9
2023-09-11,47.5,43.5,35.8,48.3
2023-09-12,49.3,45.7,34.2,48.9
2023-09-13,41.5,42.1,32.4,47.1
2023-09-14,72.0,56.7,37.8,51.9
2023-09-15,46.1,44.5,32.6,50.1
2023-09-18,40.1,42.9,33.8,49.1
2023-09-19,34.4,38.4,30.4,48.1
2023-09-20,26.0,33.6,27.4,48.3
2023-09-21,11.3,20.9,18.3,43.1
2023-09-22,9.1,16.9,18.1,41.7
2023-09-25,24.2,18.5,19.5,42.3
2023-09-26,9.9,10.1,13.7,39.0
2023-09-27,26.0,12.9,15.3,39.2
2023-09-28,52.9,18.9,19.1,41.0
2023-09-29,46.3,13.5,14.7,39.8
2023-10-02,28.8,10.7,12.1,38.2
2023-10-03,6.2,5.8,7.3,35.4
2023-10-04,33.2,10.9,10.7,36.6
2023-10-05,38.0,13.5,12.1,35.6
2023-10-06,67.8,23.9,17.3,36.6
2023-10-09,80.1,33.4,23.3,40.0
2023-10-10,86.1,44.1,24.4,42.7
2023-10-11,79.7,51.9,31.8,43.1
2023-10-12,40.1,40.8,26.6,39.2
2023-10-13,31.4,38.0,25.6,38.4
2023-10-16,62.9,55.2,31.5,41.0
2023-10-17,74.7,63.7,35.0,42.4
2023-10-18,35.5,42.6,27.9,38.0
2023-10-19,17.7,32.4,21.5,35.4
2023-10-20,7.2,21.7,15.1,31.8
2023-10-23,7.0,18.5,13.7,29.8
2023-10-24,33.0,26.4,16.3,31.2
2023-10-25,27.2,21.3,14.3,27.2
2023-10-26,37.4,23.3,14.5,27.4
2023-10-27,16.1,14.5,10.3,24.1
2023-10-30,45.1,22.7,13.9,27.6
2023-10-31,73.8,28.8,19.5,30.2
