Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,"Earnings per share diluted growth %, TTM YoY",Sector,Analyst Rating,Exponential Moving Average (8) 1 week,Exponential Moving Average (13) 1 week,Exponential Moving Average (21) 1 week,Change from Open % 1 week
JRSS,JRSIS Health Care Corp,0.01,USD,-44.751381215469614,139298,14.837720092457472,845986,USD,,Health services,No rating,0.016818047259006222,0.018107614535987943,0.027372536582315945,-10.714285714285712
SSOF,"Sixty Six Oilfield Services, Inc.",0.0006,USD,19.999999999999986,575000,0.6357373973353205,839737.2,USD,,Industrial services,No rating,0.0006438187810318192,0.0006211605265969477,0.0005575717439629433,0
ATWT,"ATWEC Technologies, Inc.",0.001,USD,-9.090909090909093,1985000,1.6888832091741839,833117.2727272728,USD,,Electronic technology,No rating,0.0011310045258387535,0.0011029029147264096,0.0010546756999517894,-9.090909090909093
PLSH,"Panacea Life Sciences Holdings, Inc.",0.041,USD,0,10000,0.411639519040386,830712.8722157093,USD,,Health technology,No rating,0.04680912347720372,0.05020381507389568,0.0524602440419266,0
TDRK,Tiderock Companies Inc.,0.0054,USD,-14.285714285714283,1429586,7.5935176135639315,829963,USD,-202.77777777777777,Finance,No rating,0.006083100207312974,0.005795250698902512,0.005571438437922178,5.882352941176468
MCOM,Micromobility.com Inc.,0.009,USD,-2.7027027027027053,21399,0.40758913095650784,829931.3513513514,USD,,Transportation,No rating,0.010040964298087532,0.010081095763148933,0.010503899875849982,-9.090909090909104
EMBR,"Embarr Downs, Inc.",0.0008,USD,-20,1100,0.005468901093929371,829558.7200000001,USD,,Consumer services,No rating,0.0009235349843720946,0.0009542378217228445,0.000963680314952134,0
HALB,Halberd Corp.,0.0016,USD,0,143700,0.5723289126865844,825400,USD,100,Health technology,No rating,0.0015795408907116975,0.0016033776184304275,0.001683542605734012,0
NIHK,"Video River Networks, Inc.",0.0045,USD,18.421052631578938,396168,2.579472330938784,820667.3684210527,USD,-101.08108108108107,Electronic technology,No rating,0.003468192914710531,0.0032275426011626382,0.0030615856210534876,40.624999999999986
BLEG,BRANDED LEGACY INC.,0.0003,USD,0,10011750,1.289473349679864,813932.9999999999,USD,,Consumer non-durables,No rating,0.0003123023955641792,0.0003310374077596483,0.0003629648750246418,19.999999999999986
ONAR,ONAR Holding Corporation,0.0062,USD,-2.3622047244094486,130000,0.2819375005286328,813054.9999999999,USD,-47.1326164874552,Industrial services,No rating,0.011737528752649044,0.015597953743520259,0.020657911123409648,-3.1250000000000084
ASRE,ASTRA ENERGY INC.,0.0108,USD,-30.76923076923076,5099,0.1303525321471483,811191.9999999999,USD,,Consumer services,No rating,0.01244260100245747,0.014564422790705368,0.0193625102662363,0
SVLT,"Sunvault Energy, Inc.",0.0053,USD,1.923076923076928,800,0.05755768359102388,807617,USD,85.71428571428571,Electronic technology,No rating,0.005366279143393344,0.005563129338880328,0.005838972251556243,0
VINS,Vindicator Silver Lead Mining Co.,0.0866,USD,13.05483028720626,450,0.027831034696023254,805293.4000000001,USD,,Non-energy minerals,No rating,0.0873574641942693,0.09458967750355803,0.10374549255616351,0
CERO,"CERo Therapeutics Holdings, Inc.",0.038,USD,-1.0416666666666605,241759,0.27641831905501496,801901.9270833335,USD,88.91685506154234,Health technology,Neutral,0.17412129152299355,41.96556506295169,3641.081474402315,8.571428571428559
CBDG,"THC Farmaceuticals, Inc",0.021,USD,-52.27272727272727,660,0.3375786404787479,797790,USD,,Commercial services,No rating,0.02977232105193164,0.03021617216402221,0.029662689411949272,0
AHFD,"Active Health Foods, Inc.",0.0001,USD,9900.000000000002,1000,0.003063757404335707,797263,USD,,Health technology,No rating,0.00005800004771778569,0.0000609384528677312,0.00006456090141283553,0
STEV,Stevia Corp.,0.0014,USD,0,100796,0.09505627403849781,796725,USD,,Commercial services,No rating,0.0013811476601985118,0.0014347432928832127,0.0015427297838201378,0
JWGJ,Guangdong Jiangwang International Holdings Inc.,0.52,USD,-7.142857142857148,200,0.32910975810432774,793178.2857142856,USD,,Technology services,No rating,38.64708717194857,123.30556276356359,527.830850975034,0
LMPX,"LMP Automotive Holdings, Inc.",0.0725,USD,3.5714285714285547,1001,0.9682723931127878,790886,USD,,Distribution services,No rating,0.06886719737021268,0.06638671815313263,0.06470623308175151,0
GSTX,Graphene & Solar Technologies Ltd.,0.0011,USD,22.222222222222232,200,0.009803681282321512,790013.4,USD,10.714285714285712,Process industries,No rating,0.011446471967159338,0.013335943378033744,0.012968525191616662,0
SPYR,"SPYR, Inc.",0.0003,USD,199.99999999999997,120000,0.04703732470512007,785254.0000000001,USD,,Technology services,No rating,0.00021014772565339059,0.0001787651396718079,0.00014025298862505988,0
ATXI,"Avenue Therapeutics, Inc.",0.246,USD,29.47368421052631,1234,0.2461550737068874,783123,USD,89.68249496415038,Health technology,No rating,0.29284142545889935,0.3769152819571494,0.5770811508165179,36.28808864265928
QYBX,"Qian Yuan Baixing, Inc.",0.0085,USD,-1.1627906976744116,223400,1.9094343493051162,778955,USD,,Electronic technology,No rating,0.007661489942225992,0.007336153009699431,0.007288961349976446,15.646258503401372
DBMM,"Digital Brand Media & Marketing Group, Inc.",0.0009,USD,28.57142857142857,419615,0.18753806716840693,778696.7142857143,USD,0,Commercial services,No rating,0.0009002971759362594,0.0009642879397409491,0.001056997854696441,12.499999999999991
GWTR,"Global Water Technologies, Inc.",0.025,USD,-13.793103448275861,10000,0.533290670079727,778099,USD,,Producer manufacturing,No rating,0.027681057482293103,0.029679470252738593,0.031182274210708186,-16.66666666666666
GSPI,"Green Star Products, Inc.",0.0011,USD,10.000000000000005,911,0.0011446305393961478,777959.9999999999,USD,-214.81481481481478,Process industries,No rating,0.0010583393072695377,0.001082518790180014,0.001112593226275069,0
CLOW,"Cloudweb, Inc.",0.027932,USD,-9.31168831168832,191,0.029241109018815353,777051,USD,3.703703703703713,Distribution services,No rating,0.024711121849855643,0.023721904506580255,0.02353655429366105,0
HQGE,HQ GLOBAL EDUCATION INC,0.0006,USD,499.9999999999999,1000,0.0010790918190596104,773992,USD,,Consumer services,No rating,0.0005234063247975773,0.0005048289441587998,0.0004728457826014832,59900
PRMO,"Prom Resources, Inc.",0.0332,USD,3.4267912772585793,1000,1.2125621438098724,770023.0000000001,USD,,Non-energy minerals,No rating,0.03455503852221314,0.03581621346743776,0.03893843783009153,3.4267912772585793
LCHD,Leader Capital Holdings Corp.,0.004,USD,0,35000,0.026765760138411098,764174,USD,,Technology services,No rating,0.014889555604293645,0.02398512425071269,0.04893254924125237,0
BFCH,"BitFrontier Capital Holdings, Inc.",0.0006,USD,0,1949036,0.1716467841450513,762745,USD,80,Producer manufacturing,No rating,0.0007221197797883501,0.0007618143037795014,0.00080759713333824,19.999999999999986
ITNS,"ITonis, Inc.",0.0005,USD,0,69900,0.0631863492897999,761704.9999999999,USD,,Health technology,No rating,0.0005041633675905293,0.0004888501856697796,0.0004662947366631908,24.999999999999996
SYIN,Synbio International Inc. ,0.0024,USD,-4.000000000000011,100,0.0006052264939108163,759592.7999999998,USD,62.5,Consumer non-durables,No rating,0.0025908807725898713,0.0026576740547208126,0.0026999965808719296,0
PTAM,"Potash America, Inc.",0.00173,USD,-24.782608695652172,1108600,2.21166243958377,753631.0000000001,USD,25.00000000000001,Non-energy minerals,No rating,0.002218822948403706,0.0022244415989933885,0.002212253967409486,-27.91666666666666
STAI,ScanTech AI Systems Inc.,0.199,USD,4.736842105263162,32844,0.6157549578735427,752350.9210526317,USD,,Technology services,No rating,8.250117813366394,28.23790884720718,77.25442646525981,-0.5000000000000004
SNRY,"Solar Energy Initiatives, Inc.",0.0005,USD,0,101500,0.09245313696226318,749998,USD,,Electronic technology,No rating,0.0008339160824249145,0.0007482045693735648,0.0006245677095242629,0
SNNC,"Sibannac, Inc.",0.0055,USD,19.565217391304344,73052,0.19529826615711388,745588.3695652174,USD,,Health technology,No rating,0.007978980052991391,0.009521732787290441,0.011282309785291187,3.773584905660371
AQPW,Golden Ally Lifetech Group Inc.,0.0001,USD,0,1000,0.1358326541700625,740856,USD,,Commercial services,No rating,0.010135546678033479,0.036056538775416966,0.07868017840554398,0
CNNA,Cann American Corp.,0.001,USD,-33.33333333333333,325400,2.441865002536418,737842,USD,,Process industries,No rating,0.0015479040521110114,0.0017106595612546404,0.0019188341901178445,900
WNBD,Winning Brands Corp.,0.0001,USD,0,840000,0.056970953298420494,732897,USD,,Consumer non-durables,No rating,0.000050375211377155516,0.0000447643994430261,0.000043366588556891453,0
PRKV,"ParkVida Group, Inc.",0.0095,USD,0,12945,0.4650135247270807,732301,USD,,Consumer services,No rating,0.009233371720590853,0.008884740061519306,0.009052904978963397,0
PNNX,"Pennexx Foods, Inc.",0.0127,USD,-24.404761904761905,5000,0.23172930309729384,731967,USD,,Consumer non-durables,No rating,0.014262187237850903,0.014862136611927392,0.015554868098967707,-4.511278195488721
SAKL,"Sack Lunch Productions, Inc.",0.0085,USD,0,86300,4.7550305247614215,731724.6857142857,USD,66.00000000000001,Commercial services,No rating,0.009252285339810306,0.009676687491903426,0.01029980756832483,0
SCNI,Scinai Immunotherapeutics Ltd.,0.8,USD,-5.893424303023165,46126,1.817809217915624,725132,USD,-4121.100917431192,Health technology,No rating,0.8384441674798774,0.8916052837188927,1.021463188342198,-7.2238954134972975
ENRT,Enertopia Corp,0.07,USD,-4.175222450376451,11823,0.8549734244495064,723757.8370978782,USD,33.06451612903226,Process industries,No rating,0.09569422620867642,0.11143826171129521,0.13388221549913543,-38.65030674846624
SBUM,"Silver Buckle Mines, Inc",0.06,USD,9.090909090909086,11246,0.5018093873963115,719880,USD,,Non-energy minerals,No rating,0.07214643475213603,0.07667998786517247,0.08030673764341448,-14.285714285714295
CRTG,The Coretec Group Inc.,0.002,USD,0,15030,0.5219402425303162,719477,USD,,Electronic technology,No rating,0.0024686404412078665,0.00224369916461129,0.002220150831930942,0
LIPO,Lipella Pharmaceuticals Inc.,0.1551,USD,-3.0625000000000098,1257,0.16354410616705697,716692,USD,46.34960181518886,Health technology,No rating,0.1885083629027416,0.23079395034595618,0.3794121151309106,0
NPHC,Nutra Pharma Corp.,0.0001,USD,0,20000,0.048620348977416815,715973,USD,,Health technology,No rating,0.00016040075042805143,0.0001891901776996131,0.0002021151425385748,0
HWKE,"Hawkeye Systems, Inc.",0.0692,USD,22.002820874471084,500,0.08590327291469806,713229,USD,-6.445312499999995,Electronic technology,No rating,0.0770910204291896,0.08358073980918007,0.09476634164233488,15.333333333333336
PTCO,PetroGas Company,0.031,USD,-26.540284360189574,2000,1.3862895958965828,712897,USD,,Energy minerals,No rating,0.051210863710238655,0.05596036101199481,0.05920853091732547,-34.04255319148936
FUNN,Amfil Technologies Inc.,0.0009,USD,0,1052985,0.44476300573346966,712044.0000000001,USD,70,Producer manufacturing,No rating,0.0010741670833660883,0.0011487912138063014,0.0012973061886370504,-10.000000000000005
TMXN,Trimax Corp.,0.0017,USD,-19.047619047619047,255000,2.8370183048871254,710794.0000000001,USD,,Consumer non-durables,No rating,0.0019272803771071757,0.0017995719267693247,0.0016748698668423592,0
SQZB,SQZ Biotechnologies Company,0.0241,USD,0.41666666666666413,100,0.018370871146709777,710736.0000000001,USD,,Health technology,No rating,0.02410862427993057,0.02431231436032111,0.02481501863581307,0
VERO,Venus Concept Inc.,0.38,USD,8.57142857142858,29446,0.6594834054123059,706466.6857142857,USD,44.61129519882607,Health technology,No rating,1.023590479518253,1.3748172229134628,1.9410071803811721,22.580645161290324
VAYK,Vaycaychella Inc.,0.0008,USD,0,52800,0.11450421410206142,706307,USD,-100,Finance,No rating,0.0007874442637519232,0.0008736010992122283,0.0009892280529201294,0
IHAI,"Innovative Holdings Alliance,Inc.",0.041,USD,-18.000000000000004,29399,1.108517778364315,703372.22,USD,,Consumer durables,No rating,0.0505767210605063,0.05327895794235961,0.05611380053388724,-18.000000000000004
NGMCD,Next Generation Management Corp.,3.5,USD,16.666666666666664,1220,1.8133174791914388,699994.1666666666,USD,-418.94031076914916,Commercial services,No rating,3.655240847274389,3.7241171261457597,3.7093821865491923,16.27906976744187
TMGI,"Transglobal Management Group, Inc.",0.08,USD,0,160456,0.8018289712036979,698934.9999999999,USD,-149.40425531914894,Commercial services,No rating,0.07724390209300153,0.07594609407875762,0.07280442952351461,11.111111111111121
QPRC,Quest Patent Research Corporation,0.131,USD,-47.177419354838705,4000,4.5709061821506,698488.3024193549,USD,-211.92608386638233,Commercial services,No rating,0.18677535477192125,0.18956560690447513,0.18437992876587642,0
VCBD,"Vitalibis, Inc.",0.0026,USD,0,70398,0.10652779728152707,696450,USD,,Commercial services,No rating,0.002451053315832259,0.0023218714693874444,0.0021581537558157666,13.043478260869563
MKGP,"Maverick Energy Group, Ltd.",0.0045,USD,-2.1739130434782665,692973,6.209925155388597,692442.3913043477,USD,-12.499999999999991,Energy minerals,No rating,0.004570116355621655,0.004714388995725258,0.0049814607465146895,0
CVHL,"CV Holdings, Inc.",0.013,USD,13.537117903930124,4000,0.2184598580010923,692143,USD,,Finance,No rating,0.012657366979856262,0.013035620458271339,0.012943475503569696,0
BLQC,BlockQuarry Corp.,0.0103,USD,0,207657,0.22532334138748059,690005,USD,-23.112128146453085,Consumer non-durables,No rating,0.012505728879168433,0.01494198589168691,0.018294512594028443,-4.629629629629633
TMSH,"TransGlobal Assets, Inc.",0.0002,USD,0,31811,0.010539597856576254,686821,USD,,Producer manufacturing,No rating,0.00018022364578023324,0.00016404370138490957,0.00014924087016807464,0
RAYA,Erayak Power Solution Group Inc.,0.7621,USD,-1.588326446280989,46700,0.3987111470074466,682056.8653150827,USD,-26.53288740245261,Producer manufacturing,No rating,1.5817238090681285,4.9946721619050525,20.62428947261441,-8.224951830443162
EARI,"Entertainment Arts Research, Inc.",0.0002,USD,-33.33333333333333,9160000,0.17003476358885297,682001.3333333334,USD,,Consumer durables,No rating,0.00021758982778255693,0.0002092697993724981,0.00019471718020299382,-33.33333333333333
NIVF,NewGenIvf Group Limited,0.6907,USD,-11.787994891443173,151699,2.003714226464798,679313.5943805875,USD,,Health services,No rating,1.4124727405592281,4.7716360174853465,58.725821951450534,-16.783132530120483
USPS,Ultimate Sports Inc.,0.03,USD,3.4482758620689564,52055,2.5717602885232944,679297,USD,84.44444444444444,Commercial services,No rating,0.026024066223912633,0.025634577980172765,0.02416576145672916,49.999999999999986
OWUV,One World Universe Inc.,0.0034,USD,6.249999999999989,220000,2.5086577198809983,677651.875,USD,-150,Producer manufacturing,No rating,0.003456763123811761,0.003629815711289509,0.003957028145709279,0.7407407407407363
AHFI,"Absolute Health and Fitness, Inc.",0.0105,USD,0,175,0.15930814747382796,674320.5,USD,,Technology services,No rating,0.010912016567676642,0.010429320130579445,0.009244149006962176,0
PKLE,"PickleJar Entertainment Group, Inc.",0.0054,USD,0,67079,0.7006649522333245,673053,USD,,Health services,No rating,0.0061312840555195446,0.005973966739836111,0.0057950507525514105,0
CAVR,CAVU Resources Inc.,0.0003,USD,-14.285714285714294,2289900,1.4070383253423584,669440.5714285715,USD,,Technology services,No rating,0.00034182297822697656,0.0003562139646645139,0.0003729968370649378,0
BCII,BCII Enterprises Inc.,0.01,USD,0,99800,0.9802024638636281,668966.9999999999,USD,,Finance,No rating,0.011921236643348336,0.012620738935233555,0.012909570699711338,-9.608605260779171
CMTND,Cullinan Metals Corp.,0.20245,USD,-18.563958165728074,100,0.1528584530724549,665029.933095238,USD,-179.76112248678126,Non-energy minerals,No rating,0.5560322230475572,0.7775865038762722,1.0084416646450138,0
TTCM,Tautachrome Inc.,0.0001,USD,0,303300,0.5402512087964938,663948,USD,,Technology services,No rating,0.0001276055855590736,0.00014354867983540554,0.0001537862387123415,9900.000000000002
MDCE,Medical Care Technologies Inc.,0.0002,USD,-33.33333333333333,11696727,2.4423829928833265,663262,USD,-100,Health services,No rating,0.00027993881852949134,0.00029856027445015825,0.0003178267865221069,0
SPCOQ,The Stephan Co.,0.1635,USD,2.1236727045596595,724,0.05787370103916867,662011,USD,59.67078189300411,Retail trade,No rating,0.17920939752362883,0.23633359809570367,0.33884953941311613,0
ECOX,"Eco Innovation Group, Inc.",0.0006,USD,49.99999999999998,181053012,0.6075640106585981,657769.4999999998,USD,,Consumer services,No rating,0.0004186906096772965,0.0003853753301235175,0.00033921185654901576,49.99999999999998
LILMF,Lilium N.V.,0.001,USD,0,33834,1.344213968160635,657147,USD,,Electronic technology,No rating,0.0015337727311290326,0.003644696076343328,0.010021001293968124,100
CBGL,"Cannabis Global, Inc.",0.0001,USD,0,1520588,0.5394223622806344,656420,USD,,Miscellaneous,No rating,0.00006451288724919997,0.00006676753030624837,0.00006772400522433676,0
STJO,"St. Joseph, Inc.",0.012,USD,-41.74757281553398,3111,0.03603785190771252,655070.0000000001,USD,,Commercial services,No rating,0.01997645168474813,0.021002287394101718,0.0235762440816869,-45.429740791268756
VNTH,"Nano Mobile Healthcare, Inc.",0.0002,USD,0,10129296,6.15781878182584,654753,USD,,Health technology,No rating,0.00019974379818189303,0.00019929522943575902,0.00019904473784200814,100
NINEQ,"Nine Energy Service, Inc.",0.015,USD,19.99999999999999,587469,1.0679050777703147,650420.4,USD,16.024730553930986,Industrial services,No rating,,,,26.050420168067213
GBXI,GBX International Group Inc.,0.0011,USD,1000,600,0.16296819404079638,649948,USD,,Consumer services,No rating,0.000610631815179018,0.0005257459964441241,0.00043809501083268794,0
ITOX,"IIOT-OXYS, Inc.",0.0011,USD,0,282000,0.3122586085933569,644914,USD,55.55555555555556,Technology services,No rating,0.0009850282242841665,0.0009264193319751527,0.00087397556324515,0
NAUH,"National American University Holdings, Inc.",0.0261,USD,0,5100,0.6165675322791238,643365,USD,153.52112676056336,Consumer services,No rating,0.03635786878471014,0.038634516975221994,0.03956361015199719,0
EPAZ,"Epazz, Inc.",0.04,USD,13.636363636363633,39998,7.749447824233814,640662.5,USD,-886.74,Technology services,No rating,0.037839279956507745,0.04143941923052554,0.05323307375091925,29.03225806451613
XALL,Xalles Holdings Inc.,0.00035,USD,-31.773879142300192,148195178,4.058087003407825,634440.1559454191,USD,-81.81818181818183,Commercial services,No rating,0.0006760940514157717,0.0007212350387719376,0.0007413776975974487,-30.000000000000004
SPOM,SPO Global Inc.,0.0004,USD,0,8662,0.00570916277784054,633188.9999999999,USD,,Technology services,No rating,0.000449518157869169,0.000490669077381125,0.0005457229306803071,33.33333333333336
ILST,"International Star, Inc.",0.0002,USD,0,968491,0.08175878050188015,632980.9999999999,USD,,Distribution services,No rating,0.0001851128004812968,0.00019473801453021407,0.0002265373497674292,100
URBT,URBAN TELEVISION NETWORK CORP,0.001,USD,-83.33333333333334,25000,1.2241939906765387,630000,USD,,Consumer services,No rating,0.001323081011641972,0.0009660511567504779,0.0007038087156301582,0
BDRX,Biodexa Pharmaceuticals plc,0.9449,USD,-6.4455445544554495,99105,0.40003261453534583,625718,USD,86.74830311602658,Health technology,No rating,1.5571825787776055,2.2211592955223916,3.611896835654978,-13.311926605504599
BDCC,Blackwell 3D Construction Corp.,0.0145,USD,-27.499999999999996,1183811,25.329312233614623,616211.5750000001,USD,72.99484915378954,Retail trade,No rating,0.02747836247707589,0.03171204880629621,0.04842482699856628,-27.499999999999996
TMPOQ,TEMPO AUTOMATION HLDGS INC,0.000001,USD,-99.995,250,1.5375153751537516,615167,USD,,Electronic technology,No rating,0.005097132088671564,0.004563506917773019,0.004325490909163035,-99.99487179487178
KITL,Kisses from Italy Inc.,0.0015,USD,-11.764705882352935,2608621,0.6473178116278148,611625,USD,80,Consumer services,No rating,0.0020154812524736487,0.002225566725601317,0.002355906292647092,7.142857142857147
SCPX,Scorpius Holdings Inc.,0.01,USD,-17.35537190082644,61696,0.7518080510823935,611427.2727272728,USD,96.91308587466033,Health technology,No rating,0.00597823456660358,0.005540098394066588,0.01043991212344057,-9.090909090909085
DCX,Digital Currency X Technology Inc.,1.6,USD,-5.32544378698224,14885,0.6288922876722786,610149.1124260355,USD,31.078150439596225,Consumer durables,No rating,7.0467241657275075,47.28531627169444,201.88007695251196,-8.571428571428566
TPICQ,"TPI Composites, Inc.",0.0125,USD,4.1666666666666705,154356,1.7421473798264129,609128.1250000001,USD,-67.64737348881994,Producer manufacturing,No rating,0.013578861569593799,0.023837215176905274,0.07643295434312557,16.82242990654207
WTII,"Water Technologies International,Inc.",0.0004,USD,0,753748,1.7205036415426436,608390,USD,,Producer manufacturing,No rating,0.0004525167885465441,0.0004666009187902683,0.0004778036900912069,0
GTIJF,Graphjet Technology,0.158,USD,-31.30434782608696,11333,1.153791334093502,607519.6173913043,USD,-1614.382982072928,Finance,No rating,0.74918352022962,6.165385826989644,54.22376535827737,-17.62252346193952
BBLR,Bubblr Inc.,0.0034,USD,-24.444444444444443,183746,0.6163158369617098,603801.4666666667,USD,55.55555555555556,Technology services,No rating,0.0049194673859884715,0.005521704954658172,0.0067416597659623045,-24.444444444444443
SPOWF,Strata Pwr Corp.,0.0298,USD,10.370370370370372,350,0.020607752047527364,598537,USD,-166.66666666666669,Energy minerals,No rating,0.023826518234065168,0.022006250926825142,0.01991636279057566,0
YECO,Yulong Eco-Materials Limited,0.0822,USD,-7.139629462268421,5000,3.1160413810295404,593925.9999999999,USD,,Non-energy minerals,No rating,0.08427094394412527,0.08662216625148175,0.10111164100453532,-7.139629462268421
INNX,Infinite Networks Corp.,0.0008,USD,14.285714285714294,3000,0.024299702814634578,591049.56,USD,,Finance,No rating,0.0005106301748829786,0.0005897904925677541,0.0010408063481478868,0
APRU,"Apple Rush Co., Inc.",0.0001,USD,0,991000,1.3605161998901703,590667.9999999999,USD,,Consumer non-durables,No rating,0.0001420023736759539,0.00020061061612379005,0.00028617839717192447,0
TLSS,"Transportation and Logistics Systems, Inc.",0.0001,USD,-33.33333333333333,59630,0.05656859262027941,588726.6666666667,USD,100,Transportation,No rating,0.00012228149759440287,0.00011883501708980467,0.00011588051376857674,0
BPTH,"Bio-Path Holdings, Inc.",0.0634,USD,-7.848837209302328,437,0.024197120708748614,585952.3837209303,USD,87.29942687536385,Health technology,No rating,0.06210846302185941,0.0650664574550247,0.08490783148188881,-9.169054441260748
BIEI,Premier Biomedical Inc,0.00045,USD,-18.181818181818187,21302000,2.3177752821659103,584991.8181818182,USD,,Health technology,No rating,0.0005735554380492901,0.0005810529339020019,0.0005949881174792647,-24.999999999999993
GRVE,"Groove Botanicals, Inc.",0.0098,USD,-6.130268199233716,9800,0.10496787233336083,584502,USD,20.270270270270277,Commercial services,No rating,0.012315540549714362,0.011832397346658603,0.010968781355116267,0
MBAK,MBAK Energy Solutions Inc.,0.005,USD,0,1108361,0.20480102724891877,583620,USD,,Technology services,No rating,0.004695806776557804,0.004229405760279591,0.0037376183742609394,13.636363636363633
NTRR,Neutra Corp.,0.0001,USD,-50,5388063,1.059479919029781,583580,USD,,Health technology,No rating,0.00014103776743434174,0.0001511587578054776,0.00016135464831369125,-50
JSHG,"Joshua Gold Resources, Inc. New",0.002385,USD,-3.048780487804877,35563,0.0128523755608481,582766.0243902439,USD,-21.428571428571423,Non-energy minerals,No rating,0.0033239424872430912,0.0037058609967472807,0.004102177680441496,13.571428571428577
WRIT,"WRIT Media Group, Inc.",0.0015,USD,7.142857142857147,200,0.00017517152138480795,581083.9285714285,USD,45.45454545454547,Commercial services,No rating,0.0017277299631164404,0.001875833788058151,0.001963233919625113,7.142857142857147
GPFT,GRAPEFRUIT USA INC.,0.0005,USD,0,101005,0.06167468774460665,580968.0000000001,USD,18.181818181818187,Health technology,No rating,0.0005310420991871374,0.000548665807456671,0.0005813150708740613,-7.4074074074074066
CWPE,CW Petroleum Corp,0.025746,USD,5.51639344262295,2006,0.12895262951510983,577891.9999999999,USD,,Distribution services,No rating,0.021379232431007898,0.020940150623074926,0.023035382103133155,-9.663157894736841
LHGI,Lighthouse Global Holdings Inc.,0.0014,USD,16.66666666666668,2390,0.036235179963006764,576289.0000000001,USD,,Miscellaneous,No rating,0.0019377505040892348,0.0018248757184763066,0.0017009385872319308,0
CYIO,CYIOS Corp.,0.0017,USD,54.54545454545453,8102494,1.0551950988485752,573909.1818181816,USD,-45.83333333333335,Health technology,No rating,0.002095031067362553,0.002399796316593584,0.002837230387148583,61.904761904761905
BOMO,Bowmo Inc.,0.0004,USD,300,100,0.0008839544586662895,573788,USD,,Technology services,No rating,0.00019804020428801806,0.00017328553733065959,0.00016116673137305556,300
MJLB,"Ultrack Systems, Inc.",0.000135,USD,35,1060099,0.43335522935493287,573650.1,USD,,Technology services,No rating,0.00011507207523885818,0.00011485390817025447,0.0001180534931492498,-9.999999999999991
AAGR,African Agriculture Holdings Inc.,0.0099,USD,0,100,1,572882,USD,,Process industries,No rating,0.009393290994239934,0.008718460862101,0.008265991406120483,0
ERHE,ERHC ENERGY INC,0.0005,USD,150,170132,3.06681736490786,571814,USD,,Energy minerals,No rating,0.0012458617215167444,0.001679526312153052,0.0018112005594329741,150
CYTOF,Altamira Therapeutics Ltd.,0.1,USD,-5.9266227657572905,58770,55.6007568590298,571547,USD,95.5513491472671,Health technology,No rating,0.10087761746484951,0.09830187090038933,0.10266231992754656,-19.999999999999996
JNSH,JNS Holdings Corporation,0.0018,USD,-18.181818181818187,397774,0.9687868524741725,571030.2,USD,,Industrial services,No rating,0.0018126540639298026,0.0018000638365291513,0.001816030257198124,12.499999999999991
DTII,Defense Technologies International Corp.,0.015,USD,0,37777,1.2417495003681498,562976,USD,10.025062656641596,Electronic technology,No rating,0.013416450573191466,0.013962484651544009,0.015876911885304903,-25.000000000000007
ESSI,"Eco Science Solutions, Inc.",0.0106,USD,-13.114754098360661,252,0.04297188070187405,561349.9344262294,USD,2.8985507246376807,Technology services,No rating,0.011715360914663889,0.012551682594578638,0.013986014300171039,-13.114754098360661
JFIL,Jubilant Flame International Ltd.,0.028,USD,14.285714285714285,10100,0.12550138424299057,559600,USD,3.2258064516128977,Retail trade,No rating,0.029734957779095215,0.03050333962665535,0.03216907043590497,33.33333333333333
MSMY,"MC Endeavors, Inc.",0.0009,USD,0,5683,0.009022528219413661,546113,USD,,Industrial services,No rating,0.0010083935415938564,0.0010288892633797614,0.0010205434742159797,12.499999999999991
ZCAR,"Zoomcar Holdings, Inc.",0.076,USD,0,2191,0.16416780932257358,543502,USD,98.85075746301722,Finance,No rating,0.08914352876163738,10.552025154961331,1681.543188463706,0
RNGG,Reno Gold Corp.,0.0065,USD,16.071428571428566,27364,1.1363362665016672,542290.0000000001,USD,,Non-energy minerals,No rating,0.0060313264678471005,0.0059814115102066814,0.006130782882145358,-30.85106382978724
FAASF,DIGIASIA CORP,0.0089,USD,74.50980392156862,7053,0.40958663863691797,540156.705882353,USD,,Technology services,No rating,0.008612121942741713,0.015463919402973982,0.04781049669397976,242.30769230769232
NUVM,"NuVim, Inc.",0.0045,USD,0,100,0.002679535582892773,536016.9999999999,USD,33.33333333333333,Health technology,No rating,0.005206132266576906,0.0057200941074420095,0.00595679902251124,0
SKPO,"Skye Petroleum, Inc.",0.0027,USD,0,40000,0.5235129288061681,532440.0000000001,USD,,Process industries,No rating,0.0027195559336832455,0.0027291753251675907,0.0028344408262165922,0
ASII,Accredited Solutions Inc.,0.0002,USD,0,61000,0.07037063057506994,530699,USD,,Non-energy minerals,No rating,0.00018276036079877347,0.0001884594661692126,0.00019733650287599984,0
TKMO,"Tekumo, Inc.",0.0001,USD,0,999999,0.2389411246568563,527963.9999999999,USD,,Technology services,No rating,0.00011240785445120887,0.00011562349133738004,0.00011802656986162555,0
DMNIF,Damon Inc.,0.025,USD,-27.19860221316249,199962,3.1031448590516537,526184.4787419919,USD,,Consumer durables,No rating,0.04099256060170769,0.07938981975415225,0.9309451685362834,-37.81094527363184
